org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#662	18	272058
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#663	18	272058
org.apache.commons.math3.util.FastMath#double#polyCosine#?,double#1161	8	18135773
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#664	18	272058
org.apache.commons.math3.util.FastMath#double#polyCosine#?,double#1162	8	18135773
org.apache.commons.math3.geometry.euclidean.threed.Line#void#reset#?,Vector3D,Vector3D#51	4	557
org.apache.commons.math3.util.FastMath#double#polyCosine#?,double#1160	8	18135773
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2452	4	955
org.apache.commons.math3.geometry.euclidean.threed.Line#void#reset#?,Vector3D,Vector3D#54	4	557
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#660	18	272058
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,Object#50	12	50776
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2451	4	52086
org.apache.commons.math3.util.FastMath#double#sin#?,double#1460	0	4927
org.apache.commons.math3.util.FastMath#double#sin#?,double#1462	4	9053756
org.apache.commons.math3.geometry.euclidean.threed.Line#void#reset#?,Vector3D,Vector3D#50	4	557
org.apache.commons.math3.util.FastMath#double#sin#?,double#1463	0	77
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,Object#48	12	50776
org.apache.commons.math3.util.FastMath#double#sin#?,double#1457	0	4945
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,Object#49	12	50776
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1179	8	18110453
org.apache.commons.math3.util.FastMath#double#sin#?,double#1458	0	18
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1178	8	18110453
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1177	8	18110453
org.apache.commons.math3.util.FastMath#double#sin#?,double#1453	0	504830
org.apache.commons.math3.util.FastMath#double#cosQ#?,double,double#1220	4	9053862
org.apache.commons.math3.util.FastMath#double#sin#?,double#1455	4	9058701
org.apache.commons.math3.util.FastMath#double#cosQ#?,double,double#1221	4	9053862
org.apache.commons.math3.util.FastMath#double#sin#?,double#1456	0	4945
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#669	18	272058
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2447	4	77806
org.apache.commons.math3.util.FastMath#double#cosQ#?,double,double#1222	4	9053862
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1172	8	18110453
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2446	4	77806
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1171	8	18110453
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#665	18	272058
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1176	8	18110453
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#666	18	272058
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1175	8	18110453
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#667	18	272058
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1174	8	18110453
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2449	0	25720
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#668	18	272058
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2448	4	77806
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1173	8	18110453
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#672	18	272058
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#673	18	272058
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#674	18	272058
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#675	18	272058
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#double#dotProduct#?,Vector<Euclidean3D>#388	12	27334
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#670	18	272058
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#double#dotProduct#?,Vector<Euclidean3D>#389	12	27334
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#?#Vector3D#?,double,Vector3D,double,Vector3D#133	6	1748
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#671	18	272058
org.apache.commons.math3.geometry.euclidean.threed.Line#double#getAbscissa#?,Vector3D#86	5	50
org.apache.commons.math3.util.FastMath#double#sin#?,double#1472	4	9053657
org.apache.commons.math3.util.FastMath#double#polyCosine#?,double#1158	8	18135773
org.apache.commons.math3.util.FastMath#double#sin#?,double#1473	0	6596367
org.apache.commons.math3.util.FastMath#double#polyCosine#?,double#1159	8	18135773
org.apache.commons.math3.util.FastMath#double#sin#?,double#1474	0	6596367
org.apache.commons.math3.util.FastMath#double#polyCosine#?,double#1156	8	18135773
org.apache.commons.math3.util.FastMath#double#polyCosine#?,double#1157	8	18135773
org.apache.commons.math3.util.FastMath#double#sin#?,double#1470	0	22
org.apache.commons.math3.util.FastMath#double#sin#?,double#1468	0	22
org.apache.commons.math3.util.FastMath#double#sin#?,double#1469	0	22
org.apache.commons.math3.geometry.euclidean.twod.Vector2D#double#getY#?#130	20	51150
org.apache.commons.math3.util.FastMath#double#sin#?,double#1465	4	9053679
org.apache.commons.math3.util.FastMath#double#sin#?,double#1466	0	22
org.apache.commons.math3.util.FastMath#double#sin#?,double#1467	0	22
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#?#Vector3D#?,double,Vector3D,double,Vector3D#134	6	1748
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,Object#51	12	50776
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2458	0	51131
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#?#Vector3D#?,double,Vector3D,double,Vector3D#135	6	1748
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,Object#52	12	50776
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2457	0	51131
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2456	0	51131
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2455	0	51131
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#676	18	272058
org.apache.commons.math3.geometry.euclidean.threed.Line#void#reset#?,Vector3D,Vector3D#49	4	557
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#677	18	272058
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#678	18	272058
org.apache.commons.math3.util.FastMath#double#cosQ#?,double,double#1217	4	9053862
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#679	18	272058
org.apache.commons.math3.util.FastMath#double#cosQ#?,double,double#1218	4	9053862
org.apache.commons.math3.util.FastMath#double#hypot#?,double,double#2459	0	51131
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1710	4	287315
org.apache.commons.math3.util.FastMath#double#sin#?,double#1483	4	2487983
org.apache.commons.math3.util.FastMath#double#sin#?,double#1485	0	2077158
org.apache.commons.math3.util.FastMath#double#sin#?,double#1481	4	9053679
org.apache.commons.math3.util.FastMath#double#sin#?,double#1479	0	504813
org.apache.commons.math3.util.FastMath#double#sin#?,double#1475	0	6596367
org.apache.commons.math3.util.FastMath#double#sin#?,double#1476	0	6596367
org.apache.commons.math3.util.FastMath#double#sin#?,double#1478	4	9053679
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#699	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#698	12	156622
org.apache.commons.math3.geometry.euclidean.threed.SubLine#Vector3D#intersection#?,SubLine,boolean#71	1	12
org.apache.commons.math3.geometry.euclidean.threed.SubLine#Vector3D#intersection#?,SubLine,boolean#70	1	12
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#?#Vector3D#?,double,Vector3D#122	4	1740
org.apache.commons.math3.util.FastMath#double#abs#?,double#2022	5	87494503
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1719	0	2
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#?#Vector3D#?,double,Vector3D#123	4	1740
org.apache.commons.math3.util.FastMath#double#sin#?,double#1487	0	2270410
org.apache.commons.math3.geometry.euclidean.threed.SubLine#Vector3D#intersection#?,SubLine,boolean#74	0	6
org.apache.commons.math3.geometry.euclidean.threed.SubLine#Vector3D#intersection#?,SubLine,boolean#73	0	12
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#?#Vector3D#?,double,Vector3D#121	4	1740
org.apache.commons.math3.util.FastMath#double#sin#?,double#1489	0	2218128
org.apache.commons.math3.geometry.euclidean.threed.SubLine#Vector3D#intersection#?,SubLine,boolean#72	0	12
org.apache.commons.math3.geometry.euclidean.threed.Line#double#distance#?,Vector3D#135	1	51
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1715	0	638
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1716	0	638
org.apache.commons.math3.geometry.euclidean.threed.Line#double#distance#?,Vector3D#133	1	51
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1717	0	638
org.apache.commons.math3.geometry.euclidean.threed.SubLine#Vector3D#intersection#?,SubLine,boolean#77	0	6
org.apache.commons.math3.geometry.euclidean.threed.Line#double#distance#?,Vector3D#134	1	51
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1718	0	2
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1711	0	5
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1713	4	287310
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1714	0	638
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#707	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#708	12	156622
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1730	0	4
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#705	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#706	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#709	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#700	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#703	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#704	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#701	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#702	12	156622
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1726	0	353
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1727	0	349
org.apache.commons.math3.geometry.euclidean.twod.Vector2D#double#getX#?#122	20	51150
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1725	0	636
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#718	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#719	12	156622
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1741	0	9
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#716	12	156622
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1742	0	4
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#717	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#710	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#711	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#714	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#715	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#712	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#713	12	156622
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#?#Vector3D#?,double,double,double#84	24	343276
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,SubHyperplane<S>,BSPTree<S>,BSPTree<S>,Object#63	8	38981
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1737	4	286672
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,SubHyperplane<S>,BSPTree<S>,BSPTree<S>,Object#64	8	38981
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1738	0	19
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#?#Vector3D#?,double,double,double#85	24	343276
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,SubHyperplane<S>,BSPTree<S>,BSPTree<S>,Object#65	8	38981
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1739	0	10
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#?#Vector3D#?,double,double,double#86	24	343276
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,SubHyperplane<S>,BSPTree<S>,BSPTree<S>,Object#66	8	38981
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,SubHyperplane<S>,BSPTree<S>,BSPTree<S>,Object#67	8	38981
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint#?#OrientedPoint#?,Vector1D,boolean#24	8	15038
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,SubHyperplane<S>,BSPTree<S>,BSPTree<S>,Object#68	8	38981
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1734	0	283
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint#?#OrientedPoint#?,Vector1D,boolean#25	8	15038
org.apache.commons.math3.geometry.partitioning.BSPTree#?#BSPTree#?,SubHyperplane<S>,BSPTree<S>,BSPTree<S>,Object#69	8	38981
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#683	18	272058
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1751	0	10
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1753	0	4
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#680	18	272058
org.apache.commons.math3.geometry.euclidean.twod.Line#Vector2D#intersection#?,Line#161	0	8716
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double#681	0	17
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1750	0	14
org.apache.commons.math3.geometry.euclidean.threed.Line#Vector1D#toSubSpace#?,Vector<Euclidean3D>#101	5	50
org.apache.commons.math3.util.FastMath#double#polySine#?,double#1143	8	18135773
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1748	0	9
org.apache.commons.math3.util.FastMath#double#polySine#?,double#1142	8	18135773
org.apache.commons.math3.util.FastMath#double#polySine#?,double#1145	8	18135773
org.apache.commons.math3.util.FastMath#double#polySine#?,double#1144	8	18135773
org.apache.commons.math3.util.FastMath#double#polySine#?,double#1147	8	18135773
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1744	0	5
org.apache.commons.math3.util.FastMath#double#polySine#?,double#1146	8	18135773
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1746	4	286653
org.apache.commons.math3.util.FastMath#double#polySine#?,double#1148	8	18135773
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1747	0	23
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1763	4	286624
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1764	0	6
org.apache.commons.math3.geometry.euclidean.threed.SubLine#?#SubLine#?,Line,IntervalsSet#29	2	18
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1765	0	5
org.apache.commons.math3.geometry.euclidean.twod.Line#?#Line#?,Vector2D,Vector2D#44	4	1446
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1760	0	1
org.apache.commons.math3.util.FastMath#double#sin#?,double#1450	4	9058701
org.apache.commons.math3.util.FastMath#double#sin#?,double#1451	4	9058701
org.apache.commons.math3.util.FastMath#double#sin#?,double#1452	0	504830
org.apache.commons.math3.util.FastMath#double#sin#?,double#1446	4	9058701
org.apache.commons.math3.util.FastMath#double#sin#?,double#1447	4	9058701
org.apache.commons.math3.util.FastMath#double#sin#?,double#1448	4	9058701
org.apache.commons.math3.util.FastMath#double#sin#?,double#1449	4	9058701
org.apache.commons.math3.geometry.euclidean.threed.SubLine#?#SubLine#?,Line,IntervalsSet#30	2	18
org.apache.commons.math3.geometry.euclidean.threed.Line#Vector3D#closestPoint#?,Line#162	1	26
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1759	0	1
org.apache.commons.math3.geometry.euclidean.threed.Line#Vector3D#closestPoint#?,Line#163	1	26
org.apache.commons.math3.geometry.euclidean.threed.SubLine#IntervalsSet#buildIntervalSet#?,Vector3D,Vector3D#88	2	13
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1755	4	286630
org.apache.commons.math3.geometry.euclidean.twod.Line#Vector2D#intersection#?,Line#159	1	1685
org.apache.commons.math3.geometry.euclidean.threed.SubLine#IntervalsSet#buildIntervalSet#?,Vector3D,Vector3D#89	2	13
org.apache.commons.math3.geometry.euclidean.twod.Line#Vector2D#intersection#?,Line#158	1	10401
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1756	0	6
org.apache.commons.math3.geometry.euclidean.threed.Line#Vector3D#closestPoint#?,Line#164	1	26
org.apache.commons.math3.geometry.euclidean.twod.Line#Vector2D#intersection#?,Line#157	1	10401
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1757	0	5
org.apache.commons.math3.geometry.euclidean.threed.Line#Vector3D#closestPoint#?,Line#165	1	26
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet#BSPTree<Euclidean1D>#buildTree#?,double,double#62	4	198
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1773	0	230
org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet#BSPTree<Euclidean1D>#buildTree#?,double,double#61	4	198
org.apache.commons.math3.util.FastMath#double#cos#?,double#1506	0	77
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1775	4	266
org.apache.commons.math3.util.FastMath#double#cos#?,double#1509	4	9056774
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1776	4	266
org.apache.commons.math3.util.FastMath#double#cos#?,double#1508	4	9056774
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1771	4	286618
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1772	4	496
org.apache.commons.math3.util.FastMath#int#getExponent#?,double#2506	8	168839
org.apache.commons.math3.util.FastMath#double#cos#?,double#1501	4	9056851
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1208	8	18110453
org.apache.commons.math3.util.FastMath#double#cos#?,double#1500	4	9056851
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1207	8	18110453
org.apache.commons.math3.util.FastMath#double#cos#?,double#1503	0	506537
org.apache.commons.math3.util.FastMath#double#cos#?,double#1502	4	9056851
org.apache.commons.math3.geometry.euclidean.twod.SubLine#Vector2D#intersection#?,SubLine,boolean#69	1	12
org.apache.commons.math3.util.FastMath#double#cos#?,double#1505	4	9056851
org.apache.commons.math3.util.FastMath#double#sqrt#?,double#217	5	28545080
org.apache.commons.math3.geometry.euclidean.threed.Line#Vector3D#closestPoint#?,Line#159	1	26
org.apache.commons.math3.geometry.euclidean.twod.SubLine#Vector2D#intersection#?,SubLine,boolean#77	0	6
org.apache.commons.math3.geometry.euclidean.threed.Line#Vector3D#closestPoint#?,Line#157	1	26
org.apache.commons.math3.geometry.euclidean.threed.Line#Vector3D#closestPoint#?,Line#158	1	26
org.apache.commons.math3.geometry.euclidean.twod.SubLine#Vector2D#intersection#?,SubLine,boolean#73	0	12
org.apache.commons.math3.geometry.euclidean.twod.SubLine#Vector2D#intersection#?,SubLine,boolean#72	0	12
org.apache.commons.math3.geometry.euclidean.twod.SubLine#Vector2D#intersection#?,SubLine,boolean#74	0	6
org.apache.commons.math3.geometry.euclidean.twod.SubLine#Vector2D#intersection#?,SubLine,boolean#71	1	12
org.apache.commons.math3.geometry.euclidean.twod.SubLine#Vector2D#intersection#?,SubLine,boolean#70	1	12
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1767	0	1
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1768	0	1
org.apache.commons.math3.util.FastMath#double#cos#?,double#1518	0	6604600
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1784	0	286122
org.apache.commons.math3.util.FastMath#double#cos#?,double#1517	0	6604600
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1785	0	286122
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1786	0	286122
org.apache.commons.math3.util.FastMath#double#cos#?,double#1519	0	6604600
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1787	0	286122
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1780	0	286122
org.apache.commons.math3.geometry.partitioning.AbstractRegion#?#AbstractRegion#?,BSPTree<S>#42	4	13226
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1783	0	286122
org.apache.commons.math3.util.FastMath#double#cos#?,double#1510	0	11
org.apache.commons.math3.util.FastMath#double#cos#?,double#1512	0	11
org.apache.commons.math3.util.FastMath#double#cos#?,double#1511	0	11
org.apache.commons.math3.util.FastMath#double#cos#?,double#1514	0	11
org.apache.commons.math3.util.FastMath#double#cos#?,double#1513	0	11
org.apache.commons.math3.util.FastMath#double#cos#?,double#1516	4	9056763
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1202	4	15652929
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1201	4	15652929
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1200	8	18110453
org.apache.commons.math3.geometry.euclidean.twod.SubLine#Vector2D#intersection#?,SubLine,boolean#68	1	12
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1205	4	15652929
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1204	4	15652929
org.apache.commons.math3.util.FastMath#double#sinQ#?,double,double#1203	4	15652929
org.apache.commons.math3.geometry.euclidean.threed.Vector3D#double#getNormSq#?#227	4	559
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1779	0	286122
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#729	12	156622
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1795	0	286122
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#727	12	156622
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#728	12	156622
org.apache.commons.math3.geometry.euclidean.twod.Line#void#reset#?,Vector2D,Vector2D#89	4	1446
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1791	0	286122
org.apache.commons.math3.util.FastMath#double#atan2#?,double,double#1794	0	286122
org.apache.commons.math3.util.MathArrays#double#linearCombination#?,double,double,double,double,double,double#721	12	156622
