row 0.0,1.0,1=0.346,0=0.654
row 150.0,1.0,1=0.936,0=0.064
row 151.0,1.0,1=0.568,0=0.432
row 152.0,1.0,1=0.936,0=0.064
row 154.0,1.0,1=0.936,0=0.064
row 156.0,1.0,1=0.936,0=0.064
row 158.0,1.0,1=0.936,0=0.064
row 162.0,1.0,1=0.936,0=0.064
row 166.0,1.0,1=0.472,0=0.528
row 168.0,1.0,1=0.969,0=0.031
row 176.0,1.0,1=0.936,0=0.064
row 178.0,1.0,1=0.840,0=0.160
row 179.0,1.0,1=0.100,0=0.900
row 184.0,1.0,1=0.212,0=0.788
row 189.0,1.0,1=0.961,0=0.039
row 191.0,1.0,1=0.916,0=0.084
row 193.0,1.0,1=0.933,0=0.067
row 196.0,1.0,1=0.943,0=0.057
row 197.0,1.0,1=0.924,0=0.076
row 198.0,1.0,1=0.730,0=0.270
row 199.0,1.0,1=0.930,0=0.070
row 200.0,1.0,1=0.813,0=0.187
row 202.0,1.0,1=0.930,0=0.070
row 203.0,1.0,1=0.976,0=0.024
row 205.0,1.0,1=0.930,0=0.070
row 208.0,1.0,1=0.340,0=0.660
row 224.0,1.0,1=0.284,0=0.716
row 239.0,1.0,1=0.781,0=0.219
row 248.0,1.0,1=0.483,0=0.517
row 262.0,1.0,1=0.550,0=0.450
row 269.0,1.0,1=0.467,0=0.533
row 283.0,1.0,1=0.467,0=0.533
row 292.0,1.0,1=0.853,0=0.147
row 293.0,1.0,1=0.830,0=0.170
row 297.0,1.0,1=0.787,0=0.213
row 299.0,1.0,1=0.454,0=0.546
row 303.0,1.0,1=0.787,0=0.213
row 304.0,1.0,1=0.454,0=0.546
row 310.0,1.0,1=0.204,0=0.796
row 313.0,1.0,1=0.902,0=0.098
row 314.0,1.0,1=0.613,0=0.387
row 317.0,1.0,1=0.539,0=0.461
row 318.0,1.0,1=0.954,0=0.046
row 323.0,1.0,1=0.613,0=0.387
row 326.0,1.0,1=0.216,0=0.784
row 329.0,1.0,1=0.925,0=0.075
row 334.0,1.0,1=0.613,0=0.387
row 335.0,1.0,1=0.442,0=0.558
row 336.0,1.0,1=0.602,0=0.398
row 338.0,1.0,1=0.702,0=0.298
row 339.0,1.0,1=0.801,0=0.199
row 340.0,1.0,1=0.602,0=0.398
row 341.0,1.0,1=0.955,0=0.045
row 343.0,1.0,1=0.801,0=0.199
row 345.0,1.0,1=0.857,0=0.143
row 347.0,1.0,1=0.801,0=0.199
row 348.0,1.0,1=0.252,0=0.748
row 349.0,1.0,1=0.905,0=0.095
row 350.0,1.0,1=0.699,0=0.301
row 353.0,1.0,1=0.905,0=0.095
row 354.0,1.0,1=0.907,0=0.093
row 364.0,1.0,1=0.880,0=0.120
row 365.0,1.0,1=0.855,0=0.145
row 376.0,1.0,1=0.880,0=0.120
row 377.0,1.0,1=0.929,0=0.071
row 378.0,1.0,1=0.649,0=0.351
row 389.0,1.0,1=0.959,0=0.041
row 401.0,1.0,1=0.880,0=0.120
row 402.0,1.0,1=0.827,0=0.173
row 409.0,1.0,1=0.653,0=0.347
row 410.0,1.0,1=0.365,0=0.635
row 420.0,1.0,1=0.653,0=0.347
row 433.0,1.0,1=0.443,0=0.557
row 434.0,1.0,1=0.616,0=0.384
row 449.0,1.0,1=0.794,0=0.206
row 450.0,1.0,1=0.704,0=0.296
row 460.0,1.0,1=0.828,0=0.172
row 478.0,1.0,1=0.319,0=0.681
row 499.0,1.0,1=0.136,0=0.864
row 500.0,1.0,1=0.132,0=0.868
row 519.0,1.0,1=0.573,0=0.427
row 536.0,1.0,1=0.872,0=0.128
row 537.0,1.0,1=0.651,0=0.349
row 539.0,1.0,1=0.776,0=0.224
row 540.0,1.0,1=0.710,0=0.290
row 559.0,1.0,1=0.684,0=0.316
row 560.0,1.0,1=0.156,0=0.844
row 572.0,1.0,1=0.090,0=0.910
row 580.0,1.0,1=0.397,0=0.603
row 581.0,1.0,1=0.769,0=0.231
row 601.0,1.0,1=0.684,0=0.316
row 603.0,1.0,1=0.105,0=0.895
row 622.0,1.0,1=0.684,0=0.316
row 637.0,1.0,1=0.128,0=0.872
row 660.0,1.0,1=0.853,0=0.147
row 668.0,1.0,1=0.610,0=0.390
row 669.0,1.0,1=0.551,0=0.449
row 670.0,1.0,1=0.709,0=0.291
row 671.0,1.0,1=0.462,0=0.538
row 672.0,1.0,1=0.944,0=0.056
row 673.0,1.0,1=0.900,0=0.100
row 674.0,1.0,1=0.296,0=0.704
row 675.0,1.0,1=0.873,0=0.127
row 679.0,1.0,1=0.474,0=0.526
row 682.0,1.0,1=0.610,0=0.390
row 683.0,1.0,1=0.551,0=0.449
row 684.0,1.0,1=0.709,0=0.291
row 688.0,1.0,1=0.406,0=0.594
row 689.0,1.0,1=0.885,0=0.115
row 695.0,1.0,1=0.885,0=0.115
row 696.0,1.0,1=0.957,0=0.043
row 703.0,1.0,1=0.818,0=0.182
row 704.0,1.0,1=0.866,0=0.134
row 705.0,1.0,1=0.648,0=0.352
row 706.0,1.0,1=0.866,0=0.134
row 707.0,1.0,1=0.648,0=0.352
row 708.0,1.0,1=0.404,0=0.596
row 713.0,1.0,1=0.566,0=0.434
row 714.0,1.0,1=0.560,0=0.440
row 720.0,1.0,1=0.566,0=0.434
row 724.0,1.0,1=0.266,0=0.734
row 727.0,1.0,1=0.921,0=0.079
row 728.0,1.0,1=0.921,0=0.079
row 737.0,1.0,1=0.566,0=0.434
row 745.0,1.0,1=0.668,0=0.332
row 746.0,1.0,1=0.803,0=0.197
row 753.0,1.0,1=0.597,0=0.403
row 754.0,1.0,1=0.632,0=0.368
row 756.0,1.0,1=0.632,0=0.368
row 757.0,1.0,1=0.966,0=0.034
row 760.0,1.0,1=0.632,0=0.368
row 761.0,1.0,1=0.955,0=0.045
row 763.0,1.0,1=0.676,0=0.324
row 765.0,1.0,1=0.817,0=0.183
row 769.0,1.0,1=0.921,0=0.079
row 773.0,1.0,1=0.676,0=0.324
row 775.0,1.0,1=0.404,0=0.596
row 782.0,1.0,1=0.504,0=0.496
row 783.0,1.0,1=0.560,0=0.440
row 785.0,1.0,1=0.268,0=0.732
row 791.0,1.0,1=0.504,0=0.496
row 797.0,1.0,1=0.266,0=0.734
row 800.0,1.0,1=0.921,0=0.079
row 801.0,1.0,1=0.921,0=0.079
row 805.0,1.0,1=0.268,0=0.732
row 811.0,1.0,1=0.504,0=0.496
row 819.0,1.0,1=0.668,0=0.332
row 820.0,1.0,1=0.803,0=0.197
row 838.0,1.0,1=0.189,0=0.811
row 844.0,1.0,1=0.153,0=0.847
row 859.0,1.0,1=0.212,0=0.788
row 863.0,1.0,1=0.831,0=0.169
row 864.0,1.0,1=0.911,0=0.089
row 865.0,1.0,1=0.831,0=0.169
row 866.0,1.0,1=0.758,0=0.242
row 868.0,1.0,1=0.724,0=0.276
row 869.0,1.0,1=0.876,0=0.124
row 870.0,1.0,1=0.724,0=0.276
row 871.0,1.0,1=0.837,0=0.163
row 874.0,1.0,1=0.648,0=0.352
row 875.0,1.0,1=0.837,0=0.163
row 881.0,1.0,1=0.809,0=0.191
row 882.0,1.0,1=0.909,0=0.091
row 884.0,1.0,1=0.809,0=0.191
row 886.0,1.0,1=0.909,0=0.091
row 887.0,1.0,1=0.809,0=0.191
row 888.0,1.0,1=0.758,0=0.242
row 891.0,1.0,1=0.629,0=0.371
row 894.0,1.0,1=0.629,0=0.371
row 895.0,1.0,1=0.795,0=0.205
row 896.0,1.0,1=0.795,0=0.205
row 898.0,1.0,1=0.795,0=0.205
row 899.0,1.0,1=0.795,0=0.205
row 900.0,1.0,1=0.629,0=0.371
row 901.0,1.0,1=0.726,0=0.274
row 902.0,1.0,1=0.726,0=0.274
row 904.0,1.0,1=0.463,0=0.537
row 908.0,1.0,1=0.907,0=0.093
row 909.0,1.0,1=0.912,0=0.088
row 910.0,1.0,1=0.876,0=0.124
row 911.0,1.0,1=0.820,0=0.180
row 913.0,1.0,1=0.943,0=0.057
row 914.0,1.0,1=0.942,0=0.058
row 924.0,1.0,1=0.517,0=0.483
row 925.0,1.0,1=0.672,0=0.328
row 927.0,1.0,1=0.672,0=0.328
row 928.0,1.0,1=0.532,0=0.468
row 929.0,1.0,1=0.592,0=0.408
row 931.0,1.0,1=0.592,0=0.408
row 932.0,1.0,1=0.558,0=0.442
row 934.0,1.0,1=0.843,0=0.157
row 935.0,1.0,1=0.948,0=0.052
row 936.0,1.0,1=0.950,0=0.050
row 938.0,1.0,1=0.821,0=0.179
row 939.0,1.0,1=0.843,0=0.157
row 940.0,1.0,1=0.773,0=0.227
row 941.0,1.0,1=0.510,0=0.490
row 943.0,1.0,1=0.978,0=0.022
row 944.0,1.0,1=0.965,0=0.035
row 945.0,1.0,1=0.938,0=0.062
row 946.0,1.0,1=0.773,0=0.227
row 948.0,1.0,1=0.634,0=0.366
row 949.0,1.0,1=0.978,0=0.022
row 951.0,1.0,1=0.938,0=0.062
row 952.0,1.0,1=0.959,0=0.041
row 953.0,1.0,1=0.971,0=0.029
row 954.0,1.0,1=0.935,0=0.065
row 956.0,1.0,1=0.971,0=0.029
row 957.0,1.0,1=0.935,0=0.065
row 958.0,1.0,1=0.988,0=0.012
row 960.0,1.0,1=0.928,0=0.072
row 961.0,1.0,1=0.726,0=0.274
row 962.0,1.0,1=0.735,0=0.265
row 969.0,1.0,1=0.992,0=0.008
row 971.0,1.0,1=0.923,0=0.077
row 973.0,1.0,1=0.702,0=0.298
row 977.0,1.0,1=0.992,0=0.008
row 982.0,1.0,1=0.795,0=0.205
row 983.0,1.0,1=0.748,0=0.252
row 984.0,1.0,1=0.795,0=0.205
row 986.0,1.0,1=0.917,0=0.083
row 987.0,1.0,1=0.814,0=0.186
row 989.0,1.0,1=0.789,0=0.211
row 990.0,1.0,1=0.807,0=0.193
row 991.0,1.0,1=0.827,0=0.173
row 992.0,1.0,1=0.528,0=0.472
row 993.0,1.0,1=0.900,0=0.100
row 995.0,1.0,1=0.789,0=0.211
row 999.0,1.0,1=0.280,0=0.720
row 1001.0,1.0,1=0.280,0=0.720
row 1008.0,1.0,1=0.882,0=0.118
row 1012.0,1.0,1=0.274,0=0.726
row 1017.0,1.0,1=0.274,0=0.726
row 1027.0,1.0,1=0.748,0=0.252
row 1031.0,1.0,1=0.435,0=0.565
row 1033.0,1.0,1=0.653,0=0.347
row 1044.0,1.0,1=0.331,0=0.669
row 1045.0,1.0,1=0.653,0=0.347
row 1059.0,1.0,1=0.874,0=0.126
row 1061.0,1.0,1=0.750,0=0.250
row 1063.0,1.0,1=0.502,0=0.498
row 1067.0,1.0,1=0.874,0=0.126
row 1069.0,1.0,1=0.750,0=0.250
row 1071.0,1.0,1=0.378,0=0.622
row 1072.0,1.0,1=0.662,0=0.338
row 1078.0,1.0,1=0.879,0=0.121
row 1080.0,1.0,1=0.705,0=0.295
row 1086.0,1.0,1=0.366,0=0.634
row 1090.0,1.0,1=0.533,0=0.467
row 1091.0,1.0,1=0.578,0=0.422
row 1100.0,1.0,1=0.598,0=0.402
row 1101.0,1.0,1=0.598,0=0.402
row 1108.0,1.0,1=0.671,0=0.329
row 1110.0,1.0,1=0.598,0=0.402
row 1116.0,1.0,1=0.974,0=0.026
row 1117.0,1.0,1=0.911,0=0.089
row 1123.0,1.0,1=0.442,0=0.558
row 1124.0,1.0,1=0.946,0=0.054
row 1126.0,1.0,1=0.355,0=0.645
row 1128.0,1.0,1=0.270,0=0.730
row 1131.0,1.0,1=0.916,0=0.084
row 1133.0,1.0,1=0.922,0=0.078
row 1135.0,1.0,1=0.736,0=0.264
row 1136.0,1.0,1=0.897,0=0.103
row 1137.0,1.0,1=0.786,0=0.214
row 1139.0,1.0,1=0.745,0=0.255
row 1140.0,1.0,1=0.779,0=0.221
row 1141.0,1.0,1=0.818,0=0.182
row 1142.0,1.0,1=0.529,0=0.471
row 1143.0,1.0,1=0.877,0=0.123
row 1145.0,1.0,1=0.745,0=0.255
row 1150.0,1.0,1=0.975,0=0.025
row 1152.0,1.0,1=0.975,0=0.025
row 1154.0,1.0,1=0.975,0=0.025
row 1156.0,1.0,1=0.837,0=0.163
row 1158.0,1.0,1=0.869,0=0.131
row 1159.0,1.0,1=0.976,0=0.024
row 1160.0,1.0,1=0.976,0=0.024
row 1161.0,1.0,1=0.788,0=0.212
row 1162.0,1.0,1=0.714,0=0.286
row 1163.0,1.0,1=0.788,0=0.212
row 1165.0,1.0,1=0.909,0=0.091
row 1166.0,1.0,1=0.968,0=0.032
row 1169.0,1.0,1=0.968,0=0.032
row 1171.0,1.0,1=0.905,0=0.095
row 1172.0,1.0,1=0.968,0=0.032
row 1175.0,1.0,1=0.968,0=0.032
row 1177.0,1.0,1=0.905,0=0.095
row 1178.0,1.0,1=0.968,0=0.032
row 1180.0,1.0,1=0.905,0=0.095
row 1181.0,1.0,1=0.968,0=0.032
row 1183.0,1.0,1=0.905,0=0.095
row 1184.0,1.0,1=0.968,0=0.032
row 1186.0,1.0,1=0.905,0=0.095
row 1187.0,1.0,1=0.968,0=0.032
row 1189.0,1.0,1=0.905,0=0.095
row 1190.0,1.0,1=0.968,0=0.032
row 1192.0,1.0,1=0.905,0=0.095
row 1193.0,1.0,1=0.968,0=0.032
row 1195.0,1.0,1=0.905,0=0.095
row 1196.0,1.0,1=0.968,0=0.032
row 1198.0,1.0,1=0.905,0=0.095
row 1199.0,1.0,1=0.797,0=0.203
row 1200.0,1.0,1=0.776,0=0.224
row 1201.0,1.0,1=0.951,0=0.049
row 1202.0,1.0,1=0.944,0=0.056
row 1205.0,1.0,1=0.854,0=0.146
row 1206.0,1.0,1=0.419,0=0.581
row 1207.0,1.0,1=0.870,0=0.130
row 1208.0,1.0,1=0.419,0=0.581
row 1210.0,1.0,1=0.901,0=0.099
row 1212.0,1.0,1=0.870,0=0.130
row 1213.0,1.0,1=0.901,0=0.099
row 1215.0,1.0,1=0.870,0=0.130
row 1216.0,1.0,1=0.901,0=0.099
row 1218.0,1.0,1=0.870,0=0.130
row 1219.0,1.0,1=0.901,0=0.099
row 1221.0,1.0,1=0.870,0=0.130
row 1223.0,1.0,1=0.489,0=0.511
row 1225.0,1.0,1=0.868,0=0.132
row 1226.0,1.0,1=0.907,0=0.093
row 1228.0,1.0,1=0.868,0=0.132
row 1229.0,1.0,1=0.561,0=0.439
row 1231.0,1.0,1=0.794,0=0.206
row 1232.0,1.0,1=0.861,0=0.139
row 1233.0,1.0,1=0.938,0=0.062
row 1234.0,1.0,1=0.747,0=0.253
row 1236.0,1.0,1=0.802,0=0.198
row 1237.0,1.0,1=0.954,0=0.046
row 1238.0,1.0,1=0.933,0=0.067
row 1239.0,1.0,1=0.468,0=0.532
row 1240.0,1.0,1=0.844,0=0.156
row 1241.0,1.0,1=0.468,0=0.532
row 1243.0,1.0,1=0.706,0=0.294
row 1245.0,1.0,1=0.844,0=0.156
row 1247.0,1.0,1=0.821,0=0.179
row 1249.0,1.0,1=0.405,0=0.595
row 1250.0,1.0,1=0.817,0=0.183
row 1251.0,1.0,1=0.929,0=0.071
row 1253.0,1.0,1=0.591,0=0.409
row 1255.0,1.0,1=0.793,0=0.207
row 1256.0,1.0,1=0.904,0=0.096
row 1257.0,1.0,1=0.947,0=0.053
row 1258.0,1.0,1=0.732,0=0.268
row 1260.0,1.0,1=0.834,0=0.166
row 1262.0,1.0,1=0.882,0=0.118
row 1264.0,1.0,1=0.271,0=0.729
row 1265.0,1.0,1=0.540,0=0.460
row 1266.0,1.0,1=0.847,0=0.153
row 1267.0,1.0,1=0.907,0=0.093
row 1268.0,1.0,1=0.871,0=0.129
row 1269.0,1.0,1=0.594,0=0.406
row 1270.0,1.0,1=0.847,0=0.153
row 1271.0,1.0,1=0.853,0=0.147
row 1272.0,1.0,1=0.907,0=0.093
row 1273.0,1.0,1=0.903,0=0.097
row 1274.0,1.0,1=0.594,0=0.406
row 1275.0,1.0,1=0.884,0=0.116
row 1281.0,1.0,1=0.575,0=0.425
row 1282.0,1.0,1=0.856,0=0.144
row 1288.0,1.0,1=0.493,0=0.507
row 1289.0,1.0,1=0.894,0=0.106
row 1290.0,1.0,1=0.494,0=0.506
row 1293.0,1.0,1=0.856,0=0.144
row 1294.0,1.0,1=0.903,0=0.097
row 1306.0,1.0,1=0.183,0=0.817
row 1311.0,1.0,1=0.422,0=0.578
row 1312.0,1.0,1=0.878,0=0.122
row 1313.0,1.0,1=0.878,0=0.122
row 1314.0,1.0,1=0.878,0=0.122
row 1315.0,1.0,1=0.402,0=0.598
row 1316.0,1.0,1=0.160,0=0.840
row 1319.0,1.0,1=0.341,0=0.659
row 1320.0,1.0,1=0.381,0=0.619
row 1321.0,1.0,1=0.922,0=0.078
row 1322.0,1.0,1=0.309,0=0.691
row 1326.0,1.0,1=0.923,0=0.077
row 1331.0,1.0,1=0.784,0=0.216
row 1334.0,1.0,1=0.341,0=0.659
row 1335.0,1.0,1=0.386,0=0.614
row 1336.0,1.0,1=0.381,0=0.619
row 1337.0,1.0,1=0.922,0=0.078
row 1338.0,1.0,1=0.309,0=0.691
row 1343.0,1.0,1=0.923,0=0.077
row 1349.0,1.0,1=0.784,0=0.216
row 1352.0,1.0,1=0.416,0=0.584
row 1354.0,1.0,1=0.350,0=0.650
row 1355.0,1.0,1=0.922,0=0.078
row 1356.0,1.0,1=0.398,0=0.602
row 1361.0,1.0,1=0.923,0=0.077
row 1367.0,1.0,1=0.974,0=0.026
row 1378.0,1.0,1=0.542,0=0.458
row 1380.0,1.0,1=0.416,0=0.584
row 1381.0,1.0,1=0.438,0=0.562
row 1383.0,1.0,1=0.350,0=0.650
row 1384.0,1.0,1=0.922,0=0.078
row 1385.0,1.0,1=0.398,0=0.602
row 1391.0,1.0,1=0.923,0=0.077
row 1398.0,1.0,1=0.974,0=0.026
row 1410.0,1.0,1=0.542,0=0.458
row 1411.0,1.0,1=0.260,0=0.740
row 1413.0,1.0,1=0.202,0=0.798
row 1417.0,1.0,1=0.670,0=0.330
row 1419.0,1.0,1=0.247,0=0.753
row 1427.0,1.0,1=0.670,0=0.330
row 1431.0,1.0,1=0.233,0=0.767
row 1438.0,1.0,1=0.765,0=0.235
row 1449.0,1.0,1=0.837,0=0.163
row 1458.0,1.0,1=0.560,0=0.440
row 1460.0,1.0,1=0.880,0=0.120
row 1461.0,1.0,1=0.891,0=0.109
row 1462.0,1.0,1=0.909,0=0.091
row 1463.0,1.0,1=0.855,0=0.145
row 1464.0,1.0,1=0.558,0=0.442
row 1466.0,1.0,1=0.861,0=0.139
row 1467.0,1.0,1=0.965,0=0.035
row 1468.0,1.0,1=0.961,0=0.039
row 1469.0,1.0,1=0.898,0=0.102
row 1470.0,1.0,1=0.797,0=0.203
row 1471.0,1.0,1=0.577,0=0.423
row 1472.0,1.0,1=0.797,0=0.203
row 1474.0,1.0,1=0.451,0=0.549
row 1479.0,1.0,1=0.922,0=0.078
row 1484.0,1.0,1=0.939,0=0.061
row 1486.0,1.0,1=0.871,0=0.129
row 1487.0,1.0,1=0.927,0=0.073
row 1488.0,1.0,1=0.949,0=0.051
row 1489.0,1.0,1=0.431,0=0.569
row 1490.0,1.0,1=0.260,0=0.740
row 1496.0,1.0,1=0.863,0=0.137
row 1502.0,1.0,1=0.907,0=0.093
row 1505.0,1.0,1=0.789,0=0.211
row 1506.0,1.0,1=0.850,0=0.150
row 1507.0,1.0,1=0.909,0=0.091
row 1509.0,1.0,1=0.165,0=0.835
row 1512.0,1.0,1=0.250,0=0.750
row 1513.0,1.0,1=0.096,0=0.904
row 1515.0,1.0,1=0.260,0=0.740
row 1516.0,1.0,1=0.732,0=0.268
row 1521.0,1.0,1=0.789,0=0.211
row 1522.0,1.0,1=0.962,0=0.038
row 1526.0,1.0,1=0.245,0=0.755
row 1527.0,1.0,1=0.958,0=0.042
row 1530.0,1.0,1=0.732,0=0.268
row 1535.0,1.0,1=0.880,0=0.120
row 1538.0,1.0,1=0.894,0=0.106
row 1543.0,1.0,1=0.958,0=0.042
row 1546.0,1.0,1=0.894,0=0.106
row 1551.0,1.0,1=0.632,0=0.368
row 1552.0,1.0,1=0.466,0=0.534
row 1554.0,1.0,1=0.732,0=0.268
row 1559.0,1.0,1=0.466,0=0.534
row 1567.0,1.0,1=0.811,0=0.189
row 1569.0,1.0,1=0.811,0=0.189
row 1570.0,1.0,1=0.795,0=0.205
row 1577.0,1.0,1=0.767,0=0.233
row 1578.0,1.0,1=0.647,0=0.353
row 1579.0,1.0,1=0.767,0=0.233
row 1581.0,1.0,1=0.895,0=0.105
row 1582.0,1.0,1=0.963,0=0.037
row 1583.0,1.0,1=0.895,0=0.105
row 1585.0,1.0,1=0.862,0=0.138
row 1586.0,1.0,1=0.898,0=0.102
row 1587.0,1.0,1=0.967,0=0.033
row 1588.0,1.0,1=0.738,0=0.262
row 1590.0,1.0,1=0.862,0=0.138
row 1591.0,1.0,1=0.898,0=0.102
row 1592.0,1.0,1=0.967,0=0.033
row 1593.0,1.0,1=0.751,0=0.249
row 1595.0,1.0,1=0.862,0=0.138
row 1596.0,1.0,1=0.898,0=0.102
row 1597.0,1.0,1=0.967,0=0.033
row 1598.0,1.0,1=0.738,0=0.262
row 1600.0,1.0,1=0.862,0=0.138
row 1601.0,1.0,1=0.878,0=0.122
row 1602.0,1.0,1=0.898,0=0.102
row 1603.0,1.0,1=0.967,0=0.033
row 1604.0,1.0,1=0.738,0=0.262
row 1606.0,1.0,1=0.749,0=0.251
row 1607.0,1.0,1=0.916,0=0.084
row 1608.0,1.0,1=0.898,0=0.102
row 1609.0,1.0,1=0.575,0=0.425
row 1611.0,1.0,1=0.749,0=0.251
row 1612.0,1.0,1=0.805,0=0.195
row 1613.0,1.0,1=0.916,0=0.084
row 1614.0,1.0,1=0.898,0=0.102
row 1615.0,1.0,1=0.647,0=0.353
row 1616.0,1.0,1=0.770,0=0.230
row 1619.0,1.0,1=0.861,0=0.139
row 1621.0,1.0,1=0.877,0=0.123
row 1623.0,1.0,1=0.877,0=0.123
row 1625.0,1.0,1=0.813,0=0.187
row 1627.0,1.0,1=0.870,0=0.130
row 1628.0,1.0,1=0.915,0=0.085
row 1630.0,1.0,1=0.905,0=0.095
row 1631.0,1.0,1=0.775,0=0.225
row 1633.0,1.0,1=0.878,0=0.122
row 1634.0,1.0,1=0.814,0=0.186
row 1636.0,1.0,1=0.828,0=0.172
row 1647.0,1.0,1=0.109,0=0.891
row 1649.0,1.0,1=0.851,0=0.149
row 1652.0,1.0,1=0.434,0=0.566
row 1658.0,1.0,1=0.790,0=0.210
row 1659.0,1.0,1=0.919,0=0.081
row 1672.0,1.0,1=0.430,0=0.570
row 1673.0,1.0,1=0.493,0=0.507
row 1675.0,1.0,1=0.744,0=0.256
row 1684.0,1.0,1=0.719,0=0.281
row 1686.0,1.0,1=0.426,0=0.574
row 1689.0,1.0,1=0.499,0=0.501
row 1691.0,1.0,1=0.880,0=0.120
row 1696.0,1.0,1=0.111,0=0.889
row 1703.0,1.0,1=0.825,0=0.175
row 1707.0,1.0,1=0.448,0=0.552
row 1716.0,1.0,1=0.825,0=0.175
row 1723.0,1.0,1=0.448,0=0.552
row 1734.0,1.0,1=0.179,0=0.821
row 1736.0,1.0,1=0.118,0=0.882
row 1750.0,1.0,1=0.176,0=0.824
row 1763.0,1.0,1=0.785,0=0.215
row 1770.0,1.0,1=0.448,0=0.552
row 1781.0,1.0,1=0.903,0=0.097
row 1802.0,1.0,1=0.120,0=0.880
row 1807.0,1.0,1=0.122,0=0.878
row 1810.0,1.0,1=0.943,0=0.057
row 1818.0,1.0,1=0.448,0=0.552
row 1828.0,1.0,1=0.857,0=0.143
row 1829.0,1.0,1=0.896,0=0.104
row 1841.0,1.0,1=0.133,0=0.867
row 1849.0,1.0,1=0.109,0=0.891
row 1852.0,1.0,1=0.939,0=0.061
row 1853.0,1.0,1=0.397,0=0.603
row 1858.0,1.0,1=0.413,0=0.587
row 1861.0,1.0,1=0.932,0=0.068
row 1862.0,1.0,1=0.373,0=0.627
row 1867.0,1.0,1=0.420,0=0.580
row 1870.0,1.0,1=0.966,0=0.034
row 1874.0,1.0,1=0.593,0=0.407
row 1880.0,1.0,1=0.511,0=0.489
row 1884.0,1.0,1=0.971,0=0.029
row 1885.0,1.0,1=0.628,0=0.372
row 1891.0,1.0,1=0.891,0=0.109
row 1895.0,1.0,1=0.908,0=0.092
row 1898.0,1.0,1=0.531,0=0.469
row 1900.0,1.0,1=0.722,0=0.278
