id	line	column	filename	methodname	varname	vartype	lastassign	dis0	isparam	infor	incondnum	bodyuse	if
36	207	4	SimpleRegression.java	addObservations	y	double[]	PARAM_AS	10	1	0	2	NO_USE	0
36	207	4	SimpleRegression.java	addObservations	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	3	FIELD_USE	0
37	248	4	SimpleRegression.java	predict	b1	double	getSlope()	1	0	0	0	PARAM_USE	0
37	248	4	SimpleRegression.java	predict	x	double	PARAM_AS	2	1	0	0	*	0
37	248	4	SimpleRegression.java	predict	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	0	CALLER_USE	1
38	274	4	SimpleRegression.java	getSlope	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	3	FIELD_USE	1
39	277	4	SimpleRegression.java	getSlope	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	3	FIELD_USE	1
40	294	4	SimpleRegression.java	getTotalSumSquares	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
41	304	4	SimpleRegression.java	getXSumSquares	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
42	328	4	SimpleRegression.java	getMeanSquareError	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
43	340	4	SimpleRegression.java	getR	b1	double	getSlope()	2	0	0	1	NO_USE	1
43	340	4	SimpleRegression.java	getR	result	double	sqrt()	1	0	0	0	NO_USE	0
43	340	4	SimpleRegression.java	getR	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	0	NO_USE	0
44	358	4	SimpleRegression.java	getInterceptStdErr	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
45	385	4	SimpleRegression.java	getSlopeConfidenceInterval	alpha	double	PARAM_AS	1	1	0	2	NO_USE	0
45	385	4	SimpleRegression.java	getSlopeConfidenceInterval	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
46	388	4	SimpleRegression.java	getSlopeConfidenceInterval	alpha	double	PARAM_AS	4	1	0	2	PARAM_USE	1
46	388	4	SimpleRegression.java	getSlopeConfidenceInterval	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	0
47	400	4	SimpleRegression.java	getSignificance	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
48	412	4	SimpleRegression.java	getIntercept	slope	double	PARAM_AS	1	1	0	0	*	0
48	412	4	SimpleRegression.java	getIntercept	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	1
49	432	4	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	6	FIELD_USE	1
50	433	6	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	6	FIELD_USE	1
51	436	6	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	6	CALLER_USE	1
52	450	6	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	6	FIELD_USE	1
53	453	6	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	6	CALLER_USE	1
54	473	4	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	1	1	0	13	NO_USE	1
54	473	4	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	1
55	476	4	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	4	1	0	13	OTHER_USE	1
55	476	4	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	1
56	479	4	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	7	1	0	13	OTHER_USE	0
56	479	4	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	1
57	480	6	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	8	1	0	13	ARR_USE	1
57	480	6	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	1
58	481	8	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	9	1	0	13	ARR_USE	1
58	481	8	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	0
59	485	10	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	13	1	0	13	ARR_USE	1
59	485	10	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	NO_USE	0
60	489	8	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	17	1	0	13	ARR_USE	1
60	489	8	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	NO_USE	0
61	495	8	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	23	1	0	13	ARR_USE	1
61	495	8	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	NO_USE	0
62	500	8	SimpleRegression.java	regress	_mean	double	/	2	0	0	0	+	0
62	500	8	SimpleRegression.java	regress	_syy	double	+	1	0	0	0	+	0
62	500	8	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	28	1	0	13	ARR_USE	1
62	500	8	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	0
63	506	10	SimpleRegression.java	regress	_mean	double	/	8	0	0	0	NO_USE	0
63	506	10	SimpleRegression.java	regress	_syy	double	+	7	0	0	0	-	0
63	506	10	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	34	1	0	13	NO_USE	1
63	506	10	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	0
64	511	12	SimpleRegression.java	regress	_sxx	double	+	4	0	0	1	/	1
64	511	12	SimpleRegression.java	regress	_sxy	double	+	3	0	0	0	/	0
64	511	12	SimpleRegression.java	regress	_sse	double	max()	2	0	0	0	PARAM_USE	0
64	511	12	SimpleRegression.java	regress	_mse	double	/	1	0	0	0	/	0
64	511	12	SimpleRegression.java	regress	_mean	double	/	13	0	0	0	NO_USE	0
64	511	12	SimpleRegression.java	regress	_syy	double	+	12	0	0	0	PARAM_USE	0
64	511	12	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	39	1	0	13	NO_USE	0
64	511	12	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	0
65	526	6	SimpleRegression.java	regress	variablesToInclude	int[]	PARAM_AS	54	1	0	13	ARR_USE	1
65	526	6	SimpleRegression.java	regress	THIS	SimpleRegression	UNKNOWN_AS	2147483647	0	0	5	NO_USE	0
66	46	4	GLSMultipleLinearRegression.java	getOmegaInverse	THIS	GLSMultipleLinearRegression	UNKNOWN_AS	2147483647	0	0	1	FIELD_USE	1
67	103	4	MillerUpdatingRegression.java	MillerUpdatingRegression	numberOfVariables	int	PARAM_AS	1	1	0	1	NO_USE	1
67	103	4	MillerUpdatingRegression.java	MillerUpdatingRegression	includeConstant	boolean	PARAM_AS	1	1	0	0	NO_USE	0
67	103	4	MillerUpdatingRegression.java	MillerUpdatingRegression	errorTolerance	double	PARAM_AS	1	1	0	1	NO_USE	0
67	103	4	MillerUpdatingRegression.java	MillerUpdatingRegression	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
68	106	4	MillerUpdatingRegression.java	MillerUpdatingRegression	numberOfVariables	int	PARAM_AS	4	1	0	1	+	0
68	106	4	MillerUpdatingRegression.java	MillerUpdatingRegression	includeConstant	boolean	PARAM_AS	4	1	0	0	NO_USE	1
68	106	4	MillerUpdatingRegression.java	MillerUpdatingRegression	errorTolerance	double	PARAM_AS	4	1	0	1	NO_USE	0
68	106	4	MillerUpdatingRegression.java	MillerUpdatingRegression	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
69	127	4	MillerUpdatingRegression.java	MillerUpdatingRegression	numberOfVariables	int	PARAM_AS	25	1	0	1	NO_USE	0
69	127	4	MillerUpdatingRegression.java	MillerUpdatingRegression	includeConstant	boolean	PARAM_AS	25	1	0	0	NO_USE	0
69	127	4	MillerUpdatingRegression.java	MillerUpdatingRegression	errorTolerance	double	PARAM_AS	25	1	0	1	OTHER_USE	1
69	127	4	MillerUpdatingRegression.java	MillerUpdatingRegression	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	0	0	FIELD_USE	0
70	164	4	MillerUpdatingRegression.java	addObservation	x	double[]	PARAM_AS	1	1	0	2	OTHER_USE	1
70	164	4	MillerUpdatingRegression.java	addObservation	y	double	PARAM_AS	1	1	0	0	NO_USE	0
70	164	4	MillerUpdatingRegression.java	addObservation	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	0	7	FIELD_USE	1
71	167	4	MillerUpdatingRegression.java	addObservation	x	double[]	PARAM_AS	4	1	0	2	PARAM_USE	0
71	167	4	MillerUpdatingRegression.java	addObservation	y	double	PARAM_AS	4	1	0	0	PARAM_USE	0
71	167	4	MillerUpdatingRegression.java	addObservation	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	0	7	CALLER_USE	1
72	185	4	MillerUpdatingRegression.java	addObservations	x	double[][]	PARAM_AS	1	1	0	5	==	1
72	185	4	MillerUpdatingRegression.java	addObservations	y	double[]	PARAM_AS	1	1	0	2	==	1
72	185	4	MillerUpdatingRegression.java	addObservations	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	1
73	188	4	MillerUpdatingRegression.java	addObservations	x	double[][]	PARAM_AS	4	1	0	5	NO_USE	1
73	188	4	MillerUpdatingRegression.java	addObservations	y	double[]	PARAM_AS	4	1	0	2	NO_USE	0
73	188	4	MillerUpdatingRegression.java	addObservations	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	1
74	191	4	MillerUpdatingRegression.java	addObservations	x	double[][]	PARAM_AS	7	1	0	5	OTHER_USE	1
74	191	4	MillerUpdatingRegression.java	addObservations	y	double[]	PARAM_AS	7	1	0	2	NO_USE	0
74	191	4	MillerUpdatingRegression.java	addObservations	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	0	5	FIELD_USE	1
75	218	6	MillerUpdatingRegression.java	include	i	int	0	1	0	1	0	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	nextr	int	0	13	0	1	0	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	w	double	NAME	12	0	1	1	NO_USE	1
75	218	6	MillerUpdatingRegression.java	include	y	double	NAME	11	0	1	0	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	xi	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	di	double	UNKNOWN_AS	2147483647	0	1	3	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	wxi	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	dpi	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	xk	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	_w	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	x	double[]	PARAM_AS	14	1	1	0	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	wi	double	PARAM_AS	14	1	1	0	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	yi	double	PARAM_AS	14	1	1	0	NO_USE	0
75	218	6	MillerUpdatingRegression.java	include	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	1	2	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	i	int	0	5	0	1	0	-	0
76	222	6	MillerUpdatingRegression.java	include	nextr	int	0	17	0	1	0	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	w	double	NAME	16	0	1	1	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	y	double	NAME	15	0	1	0	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	xi	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	1
76	222	6	MillerUpdatingRegression.java	include	di	double	UNKNOWN_AS	2147483647	0	1	3	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	wxi	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	dpi	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	xk	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	_w	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	x	double[]	PARAM_AS	18	1	1	0	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	wi	double	PARAM_AS	18	1	1	0	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	yi	double	PARAM_AS	18	1	1	0	NO_USE	0
76	222	6	MillerUpdatingRegression.java	include	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	1	2	FIELD_USE	0
77	229	6	MillerUpdatingRegression.java	include	i	int	0	12	0	1	0	NO_USE	0
77	229	6	MillerUpdatingRegression.java	include	nextr	int	0	24	0	1	0	NO_USE	0
77	229	6	MillerUpdatingRegression.java	include	w	double	NAME	23	0	1	1	NO_USE	0
77	229	6	MillerUpdatingRegression.java	include	y	double	NAME	22	0	1	0	NO_USE	0
77	229	6	MillerUpdatingRegression.java	include	xi	double	UNKNOWN_AS	2147483647	0	1	1	*	0
77	229	6	MillerUpdatingRegression.java	include	di	double	UNKNOWN_AS	2147483647	0	1	3	PARAM_USE	1
77	229	6	MillerUpdatingRegression.java	include	wxi	double	UNKNOWN_AS	2147483647	0	1	0	*	0
77	229	6	MillerUpdatingRegression.java	include	dpi	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
77	229	6	MillerUpdatingRegression.java	include	xk	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
77	229	6	MillerUpdatingRegression.java	include	_w	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
77	229	6	MillerUpdatingRegression.java	include	x	double[]	PARAM_AS	25	1	1	0	NO_USE	0
77	229	6	MillerUpdatingRegression.java	include	wi	double	PARAM_AS	25	1	1	0	NO_USE	0
77	229	6	MillerUpdatingRegression.java	include	yi	double	PARAM_AS	25	1	1	0	NO_USE	0
77	229	6	MillerUpdatingRegression.java	include	THIS	MillerUpdatingRegression	UNKNOWN_AS	2147483647	0	1	2	CALLER_USE	0
78	232	8	MillerUpdatingRegression.java	include	tmp	double	/	1	0	1	1	NO_USE	1
78	232	8	MillerUpdatingRegression.java	include	i	int	0	15	0	1	0	NO_USE	0
