id	line	column	filename	methodname	varname	vartype	else	return	right
1117	82	4	AbstractFieldMatrix.java	extractField	THIS	AbstractFieldMatrix	0	NoDataException	d.$.length == 0
1117	82	4	AbstractFieldMatrix.java	extractField	d	T[]	0	NoDataException	$.length == 0
4672	132	4	AbstractFieldMatrix.java	add	row	int	0	NIL-FOR	$ < rowCount
4672	132	4	AbstractFieldMatrix.java	add	rowCount	int	0	NIL-FOR	row < $
4673	133	6	AbstractFieldMatrix.java	add	col	int	0	NIL-FOR	$ < columnCount
4673	133	6	AbstractFieldMatrix.java	add	columnCount	int	0	NIL-FOR	col < $
4674	147	4	AbstractFieldMatrix.java	subtract	row	int	0	NIL-FOR	$ < rowCount
4674	147	4	AbstractFieldMatrix.java	subtract	rowCount	int	0	NIL-FOR	row < $
4675	148	6	AbstractFieldMatrix.java	subtract	col	int	0	NIL-FOR	$ < columnCount
4675	148	6	AbstractFieldMatrix.java	subtract	columnCount	int	0	NIL-FOR	col < $
4676	161	4	AbstractFieldMatrix.java	scalarAdd	row	int	0	NIL-FOR	$ < rowCount
4676	161	4	AbstractFieldMatrix.java	scalarAdd	rowCount	int	0	NIL-FOR	row < $
4677	162	6	AbstractFieldMatrix.java	scalarAdd	col	int	0	NIL-FOR	$ < columnCount
4677	162	6	AbstractFieldMatrix.java	scalarAdd	columnCount	int	0	NIL-FOR	col < $
4678	175	4	AbstractFieldMatrix.java	scalarMultiply	row	int	0	NIL-FOR	$ < rowCount
4678	175	4	AbstractFieldMatrix.java	scalarMultiply	rowCount	int	0	NIL-FOR	row < $
4679	176	6	AbstractFieldMatrix.java	scalarMultiply	col	int	0	NIL-FOR	$ < columnCount
4679	176	6	AbstractFieldMatrix.java	scalarMultiply	columnCount	int	0	NIL-FOR	col < $
4680	191	4	AbstractFieldMatrix.java	multiply	row	int	0	NIL-FOR	$ < nRows
4680	191	4	AbstractFieldMatrix.java	multiply	nRows	int	0	NIL-FOR	row < $
4681	192	6	AbstractFieldMatrix.java	multiply	col	int	0	NIL-FOR	$ < nCols
4681	192	6	AbstractFieldMatrix.java	multiply	nCols	int	0	NIL-FOR	col < $
4682	194	8	AbstractFieldMatrix.java	multiply	i	int	0	NIL-FOR	$ < nSum
4682	194	8	AbstractFieldMatrix.java	multiply	nSum	int	0	NIL-FOR	i < $
1118	212	4	AbstractFieldMatrix.java	power	p	int	0	NotPositiveException	$ < 0
1119	215	4	AbstractFieldMatrix.java	power	THIS	AbstractFieldMatrix	0	NonSquareMatrixException	$.isSquare()
1120	218	4	AbstractFieldMatrix.java	power	p	int	0	RET	$ == 0
1121	221	4	AbstractFieldMatrix.java	power	p	int	0	RET	$ == 1
4683	227	4	AbstractFieldMatrix.java	power	THIS	AbstractFieldMatrix	0	NIL-FOR	i < binaryRepresentation.$.length
4683	227	4	AbstractFieldMatrix.java	power	i	int	0	NIL-FOR	$ < binaryRepresentation.length
4683	227	4	AbstractFieldMatrix.java	power	binaryRepresentation	char[]	0	NIL-FOR	i < $.length
1122	228	6	AbstractFieldMatrix.java	power	i	int	0	DEF	binaryRepresentation[$] == '1'
1122	228	6	AbstractFieldMatrix.java	power	binaryRepresentation	char[]	0	DEF	$[i] == '1'
4684	235	4	AbstractFieldMatrix.java	power	THIS	AbstractFieldMatrix	0	NIL-FOR	i < binaryRepresentation.$.length
4684	235	4	AbstractFieldMatrix.java	power	i	int	0	NIL-FOR	$ < binaryRepresentation.length
4684	235	4	AbstractFieldMatrix.java	power	binaryRepresentation	char[]	0	NIL-FOR	i < $.length
4685	251	4	AbstractFieldMatrix.java	getData	THIS	AbstractFieldMatrix	0	NIL-FOR	i < data.$.length
4685	251	4	AbstractFieldMatrix.java	getData	i	int	0	NIL-FOR	$ < data.length
4685	251	4	AbstractFieldMatrix.java	getData	data	T[][]	0	NIL-FOR	i < $.length
4686	253	6	AbstractFieldMatrix.java	getData	THIS	AbstractFieldMatrix	0	NIL-FOR	j < dataI.$.length
4686	253	6	AbstractFieldMatrix.java	getData	j	int	0	NIL-FOR	$ < dataI.length
4686	253	6	AbstractFieldMatrix.java	getData	dataI	T[]	0	NIL-FOR	j < $.length
4687	265	4	AbstractFieldMatrix.java	getSubMatrix	i	int	0	NIL-FOR	$ <= endRow
4687	265	4	AbstractFieldMatrix.java	getSubMatrix	endRow	int	0	NIL-FOR	i <= $
4688	266	6	AbstractFieldMatrix.java	getSubMatrix	j	int	0	NIL-FOR	$ <= endColumn
4688	266	6	AbstractFieldMatrix.java	getSubMatrix	endColumn	int	0	NIL-FOR	j <= $
1123	296	4	AbstractFieldMatrix.java	copySubMatrix	THIS	AbstractFieldMatrix	0	MatrixDimensionMismatchException	destination.$.length < rowsCount
1123	296	4	AbstractFieldMatrix.java	copySubMatrix	THIS	AbstractFieldMatrix	0	MatrixDimensionMismatchException	destination[0].length < columnsCount
1123	296	4	AbstractFieldMatrix.java	copySubMatrix	rowsCount	int	0	MatrixDimensionMismatchException	destination.length < $
1123	296	4	AbstractFieldMatrix.java	copySubMatrix	columnsCount	int	0	MatrixDimensionMismatchException	destination[0].length < $
1123	296	4	AbstractFieldMatrix.java	copySubMatrix	destination	T[][]	0	MatrixDimensionMismatchException	$.length < rowsCount
1123	296	4	AbstractFieldMatrix.java	copySubMatrix	destination	T[][]	0	MatrixDimensionMismatchException	$[0].length < columnsCount
1124	329	4	AbstractFieldMatrix.java	copySubMatrix	THIS	AbstractFieldMatrix	0	MatrixDimensionMismatchException	destination[0].length < selectedColumns.$.length
1124	329	4	AbstractFieldMatrix.java	copySubMatrix	THIS	AbstractFieldMatrix	0	MatrixDimensionMismatchException	destination.$.length < selectedRows.$.length
1124	329	4	AbstractFieldMatrix.java	copySubMatrix	selectedRows	int[]	0	MatrixDimensionMismatchException	destination.length < $.length
1124	329	4	AbstractFieldMatrix.java	copySubMatrix	selectedColumns	int[]	0	MatrixDimensionMismatchException	destination[0].length < $.length
1124	329	4	AbstractFieldMatrix.java	copySubMatrix	destination	T[][]	0	MatrixDimensionMismatchException	$[0].length < selectedColumns.length
1124	329	4	AbstractFieldMatrix.java	copySubMatrix	destination	T[][]	0	MatrixDimensionMismatchException	$.length < selectedRows.length
4689	332	4	AbstractFieldMatrix.java	copySubMatrix	THIS	AbstractFieldMatrix	0	NIL-FOR	i < selectedRows.$.length
4689	332	4	AbstractFieldMatrix.java	copySubMatrix	i	int	0	NIL-FOR	$ < selectedRows.length
4689	332	4	AbstractFieldMatrix.java	copySubMatrix	selectedRows	int[]	0	NIL-FOR	i < $.length
4690	334	6	AbstractFieldMatrix.java	copySubMatrix	THIS	AbstractFieldMatrix	0	NIL-FOR	j < selectedColumns.$.length
4690	334	6	AbstractFieldMatrix.java	copySubMatrix	j	int	0	NIL-FOR	$ < selectedColumns.length
4690	334	6	AbstractFieldMatrix.java	copySubMatrix	selectedColumns	int[]	0	NIL-FOR	j < $.length
1125	343	4	AbstractFieldMatrix.java	setSubMatrix	subMatrix	T[][]	0	NullArgumentException	$ == null
1126	347	4	AbstractFieldMatrix.java	setSubMatrix	nRows	int	0	NoDataException	$ == 0
1127	351	4	AbstractFieldMatrix.java	setSubMatrix	nCols	int	0	NoDataException	$ == 0
4691	354	4	AbstractFieldMatrix.java	setSubMatrix	r	int	0	NIL-FOR	$ < nRows
4691	354	4	AbstractFieldMatrix.java	setSubMatrix	nRows	int	0	NIL-FOR	r < $
1128	355	6	AbstractFieldMatrix.java	setSubMatrix	THIS	AbstractFieldMatrix	0	DimensionMismatchException	subMatrix[r].length != nCols
1128	355	6	AbstractFieldMatrix.java	setSubMatrix	r	int	0	DimensionMismatchException	subMatrix[$].length != nCols
1128	355	6	AbstractFieldMatrix.java	setSubMatrix	nCols	int	0	DimensionMismatchException	subMatrix[r].length != $
1128	355	6	AbstractFieldMatrix.java	setSubMatrix	subMatrix	T[][]	0	DimensionMismatchException	$[r].length != nCols
4692	363	4	AbstractFieldMatrix.java	setSubMatrix	i	int	0	NIL-FOR	$ < nRows
4692	363	4	AbstractFieldMatrix.java	setSubMatrix	nRows	int	0	NIL-FOR	i < $
4693	364	6	AbstractFieldMatrix.java	setSubMatrix	j	int	0	NIL-FOR	$ < nCols
4693	364	6	AbstractFieldMatrix.java	setSubMatrix	nCols	int	0	NIL-FOR	j < $
4694	376	4	AbstractFieldMatrix.java	getRowMatrix	i	int	0	NIL-FOR	$ < nCols
4694	376	4	AbstractFieldMatrix.java	getRowMatrix	nCols	int	0	NIL-FOR	i < $
1129	387	4	AbstractFieldMatrix.java	setRowMatrix	nCols	int	0	MatrixDimensionMismatchException	matrix.getColumnDimension() != $
1129	387	4	AbstractFieldMatrix.java	setRowMatrix	matrix	FieldMatrix<T>	0	MatrixDimensionMismatchException	$.getRowDimension() != 1
1129	387	4	AbstractFieldMatrix.java	setRowMatrix	matrix	FieldMatrix<T>	0	MatrixDimensionMismatchException	$.getColumnDimension() != nCols
4695	390	4	AbstractFieldMatrix.java	setRowMatrix	i	int	0	NIL-FOR	$ < nCols
4695	390	4	AbstractFieldMatrix.java	setRowMatrix	nCols	int	0	NIL-FOR	i < $
4696	401	4	AbstractFieldMatrix.java	getColumnMatrix	i	int	0	NIL-FOR	$ < nRows
4696	401	4	AbstractFieldMatrix.java	getColumnMatrix	nRows	int	0	NIL-FOR	i < $
1130	412	4	AbstractFieldMatrix.java	setColumnMatrix	nRows	int	0	MatrixDimensionMismatchException	matrix.getRowDimension() != $
1130	412	4	AbstractFieldMatrix.java	setColumnMatrix	matrix	FieldMatrix<T>	0	MatrixDimensionMismatchException	$.getRowDimension() != nRows
1130	412	4	AbstractFieldMatrix.java	setColumnMatrix	matrix	FieldMatrix<T>	0	MatrixDimensionMismatchException	$.getColumnDimension() != 1
4697	415	4	AbstractFieldMatrix.java	setColumnMatrix	i	int	0	NIL-FOR	$ < nRows
4697	415	4	AbstractFieldMatrix.java	setColumnMatrix	nRows	int	0	NIL-FOR	i < $
1131	431	4	AbstractFieldMatrix.java	setRowVector	nCols	int	0	MatrixDimensionMismatchException	vector.getDimension() != $
1131	431	4	AbstractFieldMatrix.java	setRowVector	vector	FieldVector<T>	0	MatrixDimensionMismatchException	$.getDimension() != nCols
4698	434	4	AbstractFieldMatrix.java	setRowVector	i	int	0	NIL-FOR	$ < nCols
4698	434	4	AbstractFieldMatrix.java	setRowVector	nCols	int	0	NIL-FOR	i < $
1132	450	4	AbstractFieldMatrix.java	setColumnVector	nRows	int	0	MatrixDimensionMismatchException	vector.getDimension() != $
1132	450	4	AbstractFieldMatrix.java	setColumnVector	vector	FieldVector<T>	0	MatrixDimensionMismatchException	$.getDimension() != nRows
4699	453	4	AbstractFieldMatrix.java	setColumnVector	i	int	0	NIL-FOR	$ < nRows
4699	453	4	AbstractFieldMatrix.java	setColumnVector	nRows	int	0	NIL-FOR	i < $
4700	464	4	AbstractFieldMatrix.java	getRow	i	int	0	NIL-FOR	$ < nCols
4700	464	4	AbstractFieldMatrix.java	getRow	nCols	int	0	NIL-FOR	i < $
1133	475	4	AbstractFieldMatrix.java	setRow	THIS	AbstractFieldMatrix	0	MatrixDimensionMismatchException	array.$.length != nCols
1133	475	4	AbstractFieldMatrix.java	setRow	nCols	int	0	MatrixDimensionMismatchException	array.length != $
1133	475	4	AbstractFieldMatrix.java	setRow	array	T[]	0	MatrixDimensionMismatchException	$.length != nCols
4701	478	4	AbstractFieldMatrix.java	setRow	i	int	0	NIL-FOR	$ < nCols
4701	478	4	AbstractFieldMatrix.java	setRow	nCols	int	0	NIL-FOR	i < $
4702	489	4	AbstractFieldMatrix.java	getColumn	i	int	0	NIL-FOR	$ < nRows
4702	489	4	AbstractFieldMatrix.java	getColumn	nRows	int	0	NIL-FOR	i < $
1134	500	4	AbstractFieldMatrix.java	setColumn	THIS	AbstractFieldMatrix	0	MatrixDimensionMismatchException	array.$.length != nRows
1134	500	4	AbstractFieldMatrix.java	setColumn	nRows	int	0	MatrixDimensionMismatchException	array.length != $
1134	500	4	AbstractFieldMatrix.java	setColumn	array	T[]	0	MatrixDimensionMismatchException	$.length != nRows
4703	503	4	AbstractFieldMatrix.java	setColumn	i	int	0	NIL-FOR	$ < nRows
4703	503	4	AbstractFieldMatrix.java	setColumn	nRows	int	0	NIL-FOR	i < $
1135	561	4	AbstractFieldMatrix.java	getTrace	nRows	int	0	NonSquareMatrixException	$ != nCols
1135	561	4	AbstractFieldMatrix.java	getTrace	nCols	int	0	NonSquareMatrixException	nRows != $
4704	565	4	AbstractFieldMatrix.java	getTrace	i	int	0	NIL-FOR	$ < nRows
4704	565	4	AbstractFieldMatrix.java	getTrace	nRows	int	0	NIL-FOR	i < $
1136	576	4	AbstractFieldMatrix.java	operate	THIS	AbstractFieldMatrix	0	DimensionMismatchException	v.$.length != nCols
1136	576	4	AbstractFieldMatrix.java	operate	nCols	int	0	DimensionMismatchException	v.length != $
1136	576	4	AbstractFieldMatrix.java	operate	v	T[]	0	DimensionMismatchException	$.length != nCols
4705	580	4	AbstractFieldMatrix.java	operate	row	int	0	NIL-FOR	$ < nRows
4705	580	4	AbstractFieldMatrix.java	operate	nRows	int	0	NIL-FOR	row < $
4706	582	6	AbstractFieldMatrix.java	operate	i	int	0	NIL-FOR	$ < nCols
4706	582	6	AbstractFieldMatrix.java	operate	nCols	int	0	NIL-FOR	i < $
1137	599	6	AbstractFieldMatrix.java	operate	nCols	int	0	DimensionMismatchException	v.getDimension() != $
1137	599	6	AbstractFieldMatrix.java	operate	v	FieldVector<T>	0	DimensionMismatchException	$.getDimension() != nCols
4707	603	6	AbstractFieldMatrix.java	operate	row	int	0	NIL-FOR	$ < nRows
4707	603	6	AbstractFieldMatrix.java	operate	nRows	int	0	NIL-FOR	row < $
4708	605	8	AbstractFieldMatrix.java	operate	i	int	0	NIL-FOR	$ < nCols
4708	605	8	AbstractFieldMatrix.java	operate	nCols	int	0	NIL-FOR	i < $
1138	619	4	AbstractFieldMatrix.java	preMultiply	THIS	AbstractFieldMatrix	0	DimensionMismatchException	v.$.length != nRows
1138	619	4	AbstractFieldMatrix.java	preMultiply	nRows	int	0	DimensionMismatchException	v.length != $
1138	619	4	AbstractFieldMatrix.java	preMultiply	v	T[]	0	DimensionMismatchException	$.length != nRows
4709	623	4	AbstractFieldMatrix.java	preMultiply	col	int	0	NIL-FOR	$ < nCols
4709	623	4	AbstractFieldMatrix.java	preMultiply	nCols	int	0	NIL-FOR	col < $
4710	625	6	AbstractFieldMatrix.java	preMultiply	i	int	0	NIL-FOR	$ < nRows
4710	625	6	AbstractFieldMatrix.java	preMultiply	nRows	int	0	NIL-FOR	i < $
1139	642	6	AbstractFieldMatrix.java	preMultiply	nRows	int	0	DimensionMismatchException	v.getDimension() != $
1139	642	6	AbstractFieldMatrix.java	preMultiply	v	FieldVector<T>	0	DimensionMismatchException	$.getDimension() != nRows
4711	646	6	AbstractFieldMatrix.java	preMultiply	col	int	0	NIL-FOR	$ < nCols
4711	646	6	AbstractFieldMatrix.java	preMultiply	nCols	int	0	NIL-FOR	col < $
4712	648	8	AbstractFieldMatrix.java	preMultiply	i	int	0	NIL-FOR	$ < nRows
4712	648	8	AbstractFieldMatrix.java	preMultiply	nRows	int	0	NIL-FOR	i < $
4713	663	4	AbstractFieldMatrix.java	walkInRowOrder	row	int	0	NIL-FOR	$ < rows
4713	663	4	AbstractFieldMatrix.java	walkInRowOrder	rows	int	0	NIL-FOR	row < $
4714	664	6	AbstractFieldMatrix.java	walkInRowOrder	column	int	0	NIL-FOR	$ < columns
4714	664	6	AbstractFieldMatrix.java	walkInRowOrder	columns	int	0	NIL-FOR	column < $
4715	679	4	AbstractFieldMatrix.java	walkInRowOrder	row	int	0	NIL-FOR	$ < rows
4715	679	4	AbstractFieldMatrix.java	walkInRowOrder	rows	int	0	NIL-FOR	row < $
4716	680	6	AbstractFieldMatrix.java	walkInRowOrder	column	int	0	NIL-FOR	$ < columns
4716	680	6	AbstractFieldMatrix.java	walkInRowOrder	columns	int	0	NIL-FOR	column < $
4717	692	4	AbstractFieldMatrix.java	walkInRowOrder	row	int	0	NIL-FOR	$ <= endRow
4717	692	4	AbstractFieldMatrix.java	walkInRowOrder	endRow	int	0	NIL-FOR	row <= $
4718	693	6	AbstractFieldMatrix.java	walkInRowOrder	column	int	0	NIL-FOR	$ <= endColumn
4718	693	6	AbstractFieldMatrix.java	walkInRowOrder	endColumn	int	0	NIL-FOR	column <= $
4719	707	4	AbstractFieldMatrix.java	walkInRowOrder	row	int	0	NIL-FOR	$ <= endRow
4719	707	4	AbstractFieldMatrix.java	walkInRowOrder	endRow	int	0	NIL-FOR	row <= $
4720	708	6	AbstractFieldMatrix.java	walkInRowOrder	column	int	0	NIL-FOR	$ <= endColumn
4720	708	6	AbstractFieldMatrix.java	walkInRowOrder	endColumn	int	0	NIL-FOR	column <= $
4721	721	4	AbstractFieldMatrix.java	walkInColumnOrder	column	int	0	NIL-FOR	$ < columns
4721	721	4	AbstractFieldMatrix.java	walkInColumnOrder	columns	int	0	NIL-FOR	column < $
4722	722	6	AbstractFieldMatrix.java	walkInColumnOrder	row	int	0	NIL-FOR	$ < rows
4722	722	6	AbstractFieldMatrix.java	walkInColumnOrder	rows	int	0	NIL-FOR	row < $
4723	737	4	AbstractFieldMatrix.java	walkInColumnOrder	column	int	0	NIL-FOR	$ < columns
4723	737	4	AbstractFieldMatrix.java	walkInColumnOrder	columns	int	0	NIL-FOR	column < $
4724	738	6	AbstractFieldMatrix.java	walkInColumnOrder	row	int	0	NIL-FOR	$ < rows
4724	738	6	AbstractFieldMatrix.java	walkInColumnOrder	rows	int	0	NIL-FOR	row < $
4725	750	4	AbstractFieldMatrix.java	walkInColumnOrder	column	int	0	NIL-FOR	$ <= endColumn
4725	750	4	AbstractFieldMatrix.java	walkInColumnOrder	endColumn	int	0	NIL-FOR	column <= $
4726	751	6	AbstractFieldMatrix.java	walkInColumnOrder	row	int	0	NIL-FOR	$ <= endRow
4726	751	6	AbstractFieldMatrix.java	walkInColumnOrder	endRow	int	0	NIL-FOR	row <= $
4727	765	4	AbstractFieldMatrix.java	walkInColumnOrder	column	int	0	NIL-FOR	$ <= endColumn
4727	765	4	AbstractFieldMatrix.java	walkInColumnOrder	endColumn	int	0	NIL-FOR	column <= $
4728	766	6	AbstractFieldMatrix.java	walkInColumnOrder	row	int	0	NIL-FOR	$ <= endRow
4728	766	6	AbstractFieldMatrix.java	walkInColumnOrder	endRow	int	0	NIL-FOR	row <= $
4729	807	4	AbstractFieldMatrix.java	toString	i	int	0	NIL-FOR	$ < nRows
4729	807	4	AbstractFieldMatrix.java	toString	nRows	int	0	NIL-FOR	i < $
1140	808	6	AbstractFieldMatrix.java	toString	i	int	0	DEF	$ > 0
4730	812	6	AbstractFieldMatrix.java	toString	j	int	0	NIL-FOR	$ < nCols
4730	812	6	AbstractFieldMatrix.java	toString	nCols	int	0	NIL-FOR	j < $
1141	813	8	AbstractFieldMatrix.java	toString	j	int	0	DEF	$ > 0
1142	829	4	AbstractFieldMatrix.java	equals	THIS	AbstractFieldMatrix	0	RET	object == $
1142	829	4	AbstractFieldMatrix.java	equals	object	Object	0	RET	$ == this
1143	832	4	AbstractFieldMatrix.java	equals	object	Object	0	RET	$ instanceof FieldMatrix<?> == false
1144	838	4	AbstractFieldMatrix.java	equals	m	FieldMatrix	0	RET	$.getColumnDimension() != nCols
1144	838	4	AbstractFieldMatrix.java	equals	m	FieldMatrix	0	RET	$.getRowDimension() != nRows
1144	838	4	AbstractFieldMatrix.java	equals	nRows	int	0	RET	m.getRowDimension() != $
1144	838	4	AbstractFieldMatrix.java	equals	nCols	int	0	RET	m.getColumnDimension() != $
4731	841	4	AbstractFieldMatrix.java	equals	row	int	0	NIL-FOR	$ < nRows
4731	841	4	AbstractFieldMatrix.java	equals	nRows	int	0	NIL-FOR	row < $
4732	842	6	AbstractFieldMatrix.java	equals	col	int	0	NIL-FOR	$ < nCols
4732	842	6	AbstractFieldMatrix.java	equals	nCols	int	0	NIL-FOR	col < $
1145	843	8	AbstractFieldMatrix.java	equals	THIS	AbstractFieldMatrix	0	RET	$.getEntry(row,col).equals(m.getEntry(row,col))
1145	843	8	AbstractFieldMatrix.java	equals	col	int	0	RET	getEntry(row,$).equals(m.getEntry(row,$))
1145	843	8	AbstractFieldMatrix.java	equals	row	int	0	RET	getEntry($,col).equals(m.getEntry($,col))
1145	843	8	AbstractFieldMatrix.java	equals	m	FieldMatrix	0	RET	getEntry(row,col).equals($.getEntry(row,col))
4733	860	4	AbstractFieldMatrix.java	hashCode	row	int	0	NIL-FOR	$ < nRows
4733	860	4	AbstractFieldMatrix.java	hashCode	nRows	int	0	NIL-FOR	row < $
4734	861	6	AbstractFieldMatrix.java	hashCode	col	int	0	NIL-FOR	$ < nCols
4734	861	6	AbstractFieldMatrix.java	hashCode	nCols	int	0	NIL-FOR	col < $
1146	873	4	AbstractFieldMatrix.java	checkRowIndex	THIS	AbstractFieldMatrix	0	OutOfRangeException	row >= $.getRowDimension()
1146	873	4	AbstractFieldMatrix.java	checkRowIndex	row	int	0	OutOfRangeException	$ < 0
1146	873	4	AbstractFieldMatrix.java	checkRowIndex	row	int	0	OutOfRangeException	$ >= getRowDimension()
1147	883	4	AbstractFieldMatrix.java	checkColumnIndex	THIS	AbstractFieldMatrix	0	OutOfRangeException	column >= $.getColumnDimension()
1147	883	4	AbstractFieldMatrix.java	checkColumnIndex	column	int	0	OutOfRangeException	$ >= getColumnDimension()
1147	883	4	AbstractFieldMatrix.java	checkColumnIndex	column	int	0	OutOfRangeException	$ < 0
1148	899	4	AbstractFieldMatrix.java	checkSubMatrixIndex	startRow	int	0	NumberIsTooSmallException	endRow < $
1148	899	4	AbstractFieldMatrix.java	checkSubMatrixIndex	endRow	int	0	NumberIsTooSmallException	$ < startRow
1149	904	4	AbstractFieldMatrix.java	checkSubMatrixIndex	startColumn	int	0	NumberIsTooSmallException	endColumn < $
1149	904	4	AbstractFieldMatrix.java	checkSubMatrixIndex	endColumn	int	0	NumberIsTooSmallException	$ < startColumn
1150	917	4	AbstractFieldMatrix.java	checkSubMatrixIndex	selectedRows	int[]	0	NullArgumentException	$ == null
1150	917	4	AbstractFieldMatrix.java	checkSubMatrixIndex	selectedColumns	int[]	0	NullArgumentException	$ == null
1151	920	4	AbstractFieldMatrix.java	checkSubMatrixIndex	THIS	AbstractFieldMatrix	0	NoDataException	selectedRows.$.length == 0
1151	920	4	AbstractFieldMatrix.java	checkSubMatrixIndex	THIS	AbstractFieldMatrix	0	NoDataException	selectedColumns.$.length == 0
1151	920	4	AbstractFieldMatrix.java	checkSubMatrixIndex	selectedRows	int[]	0	NoDataException	$.length == 0
1151	920	4	AbstractFieldMatrix.java	checkSubMatrixIndex	selectedColumns	int[]	0	NoDataException	$.length == 0
1152	936	4	AbstractFieldMatrix.java	checkAdditionCompatible	THIS	AbstractFieldMatrix	0	MatrixDimensionMismatchException	$.getRowDimension() != m.getRowDimension()
1152	936	4	AbstractFieldMatrix.java	checkAdditionCompatible	THIS	AbstractFieldMatrix	0	MatrixDimensionMismatchException	$.getColumnDimension() != m.getColumnDimension()
1152	936	4	AbstractFieldMatrix.java	checkAdditionCompatible	m	FieldMatrix<T>	0	MatrixDimensionMismatchException	getRowDimension() != $.getRowDimension()
1152	936	4	AbstractFieldMatrix.java	checkAdditionCompatible	m	FieldMatrix<T>	0	MatrixDimensionMismatchException	getColumnDimension() != $.getColumnDimension()
1153	946	4	AbstractFieldMatrix.java	checkSubtractionCompatible	THIS	AbstractFieldMatrix	0	MatrixDimensionMismatchException	$.getRowDimension() != m.getRowDimension()
1153	946	4	AbstractFieldMatrix.java	checkSubtractionCompatible	THIS	AbstractFieldMatrix	0	MatrixDimensionMismatchException	$.getColumnDimension() != m.getColumnDimension()
1153	946	4	AbstractFieldMatrix.java	checkSubtractionCompatible	m	FieldMatrix<T>	0	MatrixDimensionMismatchException	getRowDimension() != $.getRowDimension()
1153	946	4	AbstractFieldMatrix.java	checkSubtractionCompatible	m	FieldMatrix<T>	0	MatrixDimensionMismatchException	getColumnDimension() != $.getColumnDimension()
1154	956	4	AbstractFieldMatrix.java	checkMultiplicationCompatible	THIS	AbstractFieldMatrix	0	DimensionMismatchException	$.getColumnDimension() != m.getRowDimension()
1154	956	4	AbstractFieldMatrix.java	checkMultiplicationCompatible	m	FieldMatrix<T>	0	DimensionMismatchException	getColumnDimension() != $.getRowDimension()
3432	87	4	AbstractFormat.java	setDenominatorFormat	format	NumberFormat	0	NullArgumentException	$ == null
3433	98	4	AbstractFormat.java	setNumeratorFormat	format	NumberFormat	0	NullArgumentException	$ == null
3434	122	4	AbstractFormat.java	parseNextCharacter	index	int	0	DEF	$ < n
3434	122	4	AbstractFormat.java	parseNextCharacter	n	int	0	DEF	index < $
